Model,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,HP,Met_Color,Automatic,cc,Doors,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_Petrol,Color_Beige,Color_Black,Color_Blue,Color_Green,Color_Grey,Color_Red,Color_Silver,Color_Violet,Color_White,Color_Yellow
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,0.120781528,0.924050633,0.545454545,0,0.494631665,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,0.147424512,0.886075949,0.818181818,0,0.493825077,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.138211382,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,0.120781528,0.974683544,0.181818182,0,0.493825077,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.12195122,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,0.04973357,0.911392405,0.636363636,0,0.476857929,0.333333333,0,0,0.020408163,0.666666667,0.666666667,0.189393939,0.056910569,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,0.090586146,0.949367089,0.363636364,0,0.47466862,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.113821138,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors,0.076376554,0.886075949,0.818181818,0,0.473894954,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,0.076376554,0.974683544,0.181818182,0,0.473248861,0.308943089,1,1,0.020408163,1,0.666666667,0.25,0.162601626,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,0.115452931,0.962025316,0.272727273,0,0.470195351,0.138211382,1,0,0,1,0.666666667,0.189393939,0.081300813,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,0.163410302,0.911392405,0.636363636,0,0.464866111,0.024390244,1,0,0.047619048,1,0.666666667,0.628787879,0.219512195,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,0.110124334,0.924050633,0.545454545,0,0.462166511,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.113821138,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,0.106571936,0.898734177,0.727272727,0,0.460903131,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.024390244,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,0.120781528,0.911392405,0.636363636,0,0.459265264,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.024390244,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors,0.110479574,1,0,0,0.458401063,0.333333333,0,0,0.020272109,0.333333333,0.666666667,0.674242424,0.13495935,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,0.174067496,0.949367089,0.363636364,0,0.456380479,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.138211382,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,0.103019538,1,0,0,0.456322866,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.25,0.089430894,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,0.076376554,0.898734177,0.727272727,0,0.455281709,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.024390244,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,0.087033748,1,0,0,0.452672645,0.333333333,1,0,0.020408163,0.666666667,0.666666667,0.189393939,0.056910569,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,0.154529307,0.936708861,0.454545455,0,0.450779633,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.138211382,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,0.111900533,0.974683544,0.181818182,0,0.44963971,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.113821138,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,0.120781528,0.886075949,0.818181818,0,0.44245038,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,0.127886323,0.911392405,0.636363636,0,0.440771361,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,0.198934281,0.936708861,0.454545455,0,0.440326915,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,0.081349911,0.924050633,0.545454545,0,0.437240482,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.113821138,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,0.156305506,0.886075949,0.818181818,0,0.436828958,0.138211382,0,0,0,0.333333333,0.666666667,0,0.024390244,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,0.120781528,0.898734177,0.727272727,0,0.436656118,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,0.056838366,0.898734177,0.727272727,0,0.435619077,0.138211382,0,0,0,0.333333333,0.666666667,0.189393939,0.024390244,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,0.085257549,0.962025316,0.272727273,0,0.432721945,0.138211382,0,0,0,0.333333333,0.666666667,0.189393939,0.024390244,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,0.076376554,1,0,0,0.432651986,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,0.156305506,0.949367089,0.363636364,0,0.429396829,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0.090909091,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,0.127886323,0.924050633,0.545454545,0,0.428598472,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,0.085257549,0.924050633,0.545454545,0,0.427981185,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.016260163,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,0.127886323,0.911392405,0.636363636,0,0.424363886,0.138211382,1,0,0,1,0.666666667,0.189393939,0.056910569,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.3 Linea Terra 3 drs 2/3-Doors,0.127886323,1,0,0,0.420985272,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.024390244,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,0.163410302,0.936708861,0.454545455,0,0.419771275,0.308943089,1,1,0.020408163,1,0.666666667,0.25,0.170731707,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,0.120781528,0.962025316,0.272727273,0,0.419750699,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.024390244,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,0.074600355,0.936708861,0.454545455,0,0.419153988,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.113821138,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,0.090586146,0.924050633,0.545454545,0,0.418816538,0.333333333,0,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,0.145648313,0.936708861,0.454545455,0,0.416289779,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.138211382,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,0.085257549,0.924050633,0.545454545,0,0.415635455,0.138211382,0,0,0,0.333333333,0.666666667,0,0.024390244,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,0.131438721,0.924050633,0.545454545,0,0.41453257,0.138211382,1,1,0,0.666666667,0.666666667,0.189393939,0.048780488,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,0.18294849,0.987341772,0.090909091,0,0.414479072,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.113821138,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,0.120781528,0.974683544,0.181818182,0,0.413524335,0.333333333,0,0,0.020408163,0.666666667,0.666666667,0.189393939,0.056910569,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,0.147424512,1,0,0,0.413404993,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.138211382,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,0.122380107,0.936708861,0.454545455,0,0.412310339,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,0.076021314,1,0,0,0.412026387,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,0.127886323,0.911392405,0.636363636,0,0.41140087,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,0.073712256,0.987341772,0.090909091,0,0.40903872,0.138211382,0,0,0,1,0.666666667,0.189393939,0.056910569,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,0.163410302,0.860759494,1,0,0.40894407,0.138211382,1,0,0,1,0.666666667,0.189393939,0.056910569,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,0.092362345,0.898734177,0.727272727,0,0.408413203,0.333333333,1,0,0.020408163,1,0.666666667,0,0.185365854,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,0.156305506,0.987341772,0.090909091,0,0.406343236,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.138211382,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors,0.145648313,0.886075949,0.818181818,0,0.403923473,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0.090909091,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,0.127886323,0.962025316,0.272727273,0,0.403289725,0.333333333,1,0,0.020408163,1,0.666666667,0,0.105691057,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,0.127886323,1,0,0,0.401429636,0.138211382,0,0,0,1,0.666666667,0.189393939,0.056910569,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors,0.161634103,0.974683544,0.181818182,0,0.401372022,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.113821138,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,0.163410302,0.911392405,0.636363636,0,0.401207412,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.138211382,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,0.161634103,0.911392405,0.636363636,0,0.399524278,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.138211382,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,0.127886323,0.860759494,1,0,0.399174482,0.333333333,0,0,0.020408163,0.666666667,0.666666667,0.189393939,0.056910569,1,1,0.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,0.076198934,0.924050633,0.545454545,0,0.396302042,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.024390244,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,0.103019538,0.974683544,0.181818182,0,0.395059239,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.024390244,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,0.174067496,0.924050633,0.545454545,0,0.395059239,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.138211382,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,0.081705151,0.974683544,0.181818182,0,0.394684752,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.113821138,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 Terra Stationwagen,0.093783304,0.987341772,0.090909091,0,0.393824666,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.138211382,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,0.120781528,0.974683544,0.181818182,0,0.393623019,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.113821138,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,0.092362345,0.987341772,0.090909091,0,0.390943996,0.138211382,1,0,0,1,0.666666667,0.189393939,0.056910569,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,0.103019538,1,0,0,0.388668266,0.333333333,0,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,0.198934281,1,0,0,0.387153857,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.138211382,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,0.174067496,1,0,0,0.386174429,0.333333333,0,0,0.020408163,1,0.666666667,0.25,0.113821138,0,0,0.090909091,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,0.101243339,0.987341772,0.090909091,0,0.383083881,0.138211382,1,0,0,1,0.666666667,0.189393939,0.056910569,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,0.138543517,0.898734177,0.727272727,0,0.382985115,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,0.163410302,0.987341772,0.090909091,0,0.382874004,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,0.138543517,0.962025316,0.272727273,0,0.382713509,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.12195122,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,0.06749556,1,0,0,0.382013918,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.024390244,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,0.197158082,1,0,0,0.379647653,0.308943089,0,1,0.020408163,1,0.666666667,0.25,0.170731707,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,0.104795737,1,0,0,0.378993329,0.138211382,1,0,0,1,0.666666667,0.189393939,0.056910569,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors,0.163410302,0.898734177,0.727272727,0,0.378273162,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.032520325,0,1,0.090909091,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,0.076376554,0.873417722,0.909090909,0,0.378186742,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.024390244,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,0.127886323,0.974683544,0.181818182,0,0.376125005,0.333333333,1,0,0.020408163,1,0.666666667,0.25,0.113821138,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,0.110124334,0.936708861,0.454545455,0,0.374820473,0.333333333,1,0,0.020408163,0.333333333,0.666666667,0.189393939,0.081300813,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,0.127886323,0.886075949,0.818181818,0,0.371890419,0.138211382,1,0,0,1,0.666666667,0.189393939,0.056910569,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors,0.147424512,0.974683544,0.181818182,0,0.371787538,0.138211382,1,0,0,1,0.666666667,0.189393939,0.056910569,0,0,0.090909091,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,0.092362345,0.962025316,0.272727273,0,0.371622928,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.024390244,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,0.127886323,0.974683544,0.181818182,0,0.370413047,0.138211382,0,1,0,0.333333333,0.666666667,0.189393939,0.073170732,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,0.085257549,0.962025316,0.272727273,0,0.370367779,0.138211382,1,0,0,0.333333333,0.666666667,0.189393939,0.024390244,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
